0	ppp	0	0
1	ppp	0	1
2	ppp	0	0
3	ppp	0	2
4	ppp	0	3
5	ppp	0	1
6	ppp	0	4
7	ppp	0	3
8	ppp	0	2
9	ppp	0	1
10	ppp	0	3
11	ppp	0	5
12	ppp	0	0
13	ppp	0	0
14	ppp	0	5
15	ppp	0	2
16	ppp	0	5
17	ppp	0	5
18	ppp	0	0
19	ppp	0	3
20	ppp	0	3
21	ppp	0	5
22	ppp	0	4
23	ppp	0	3
24	ppp	0	1
25	ppp	0	3
26	ppp	0	4
27	ppp	0	3
28	ppp	0	1
29	ppp	0	5
30	ppp	0	2
31	ppp	0	2
32	ppp	0	4
33	ppp	0	1
34	ppp	0	1
35	ppp	0	3
36	ppp	0	5
37	ppp	0	4
38	ppp	0	2
39	ppp	0	4
40	ppp	0	5
41	ppp	0	0
42	ppp	0	0
43	ppp	0	0
44	ppp	0	1
45	ppp	0	0
46	ppp	0	4
47	ppp	0	1
48	ppp	0	5
49	ppp	0	4
50	ppp	0	5
51	ppp	0	4
52	ppp	0	3
53	ppp	0	2
54	ppp	0	5
55	ppp	0	0
56	ppp	0	1
57	ppp	0	1
58	ppp	0	3
59	ppp	0	5
60	ppp	0	3
61	ppp	0	1
62	ppp	0	0
63	ppp	0	2
64	ppp	0	5
65	ppp	0	5
66	ppp	0	3
67	ppp	0	3
68	ppp	0	2
69	ppp	0	4
70	ppp	0	3
71	ppp	0	5
72	ppp	0	1
73	ppp	0	2
74	ppp	0	4
75	ppp	0	1
76	ppp	0	5
77	ppp	0	5
78	ppp	0	0
79	ppp	0	0
80	ppp	0	0
81	ppp	0	4
82	ppp	0	5
83	ppp	0	1
84	ppp	0	5
85	ppp	0	2
86	ppp	0	3
87	ppp	0	0
88	ppp	0	0
89	ppp	0	3
90	ppp	0	4
91	ppp	0	2
92	ppp	0	4
93	ppp	0	0
94	ppp	0	0
95	ppp	0	1
96	ppp	0	5
97	ppp	0	0
98	ppp	0	5
99	ppp	0	1
100	ppp	0	3
101	ppp	0	0
102	ppp	0	4
103	ppp	0	3
104	ppp	0	2
105	ppp	0	2
106	ppp	0	2
107	ppp	0	5
108	ppp	0	1
109	ppp	0	0
110	ppp	0	2
111	ppp	0	5
112	ppp	0	3
113	ppp	0	1
114	ppp	0	2
115	ppp	0	5
116	ppp	0	1
117	ppp	0	0
118	ppp	0	2
119	ppp	0	3
120	ppp	0	1
121	ppp	0	1
122	ppp	0	5
123	ppp	0	4
124	ppp	0	3
125	ppp	0	0
126	ppp	0	4
127	ppp	0	2
128	ppp	0	2
129	ppp	0	4
130	ppp	0	4
131	ppp	0	5
132	ppp	0	2
133	ppp	0	3
134	ppp	0	5
135	ppp	0	2
136	ppp	0	3
137	ppp	0	1
138	ppp	0	5
139	ppp	0	5
140	ppp	0	3
141	ppp	0	5
142	ppp	0	5
143	ppp	0	1
144	ppp	0	3
145	ppp	0	3
146	ppp	0	0
147	ppp	0	1
148	ppp	0	2
149	ppp	0	1
150	ppp	0	1
151	ppp	0	0
152	ppp	0	1
153	ppp	0	1
154	ppp	0	2
155	ppp	0	4
156	ppp	0	3
157	ppp	0	2
158	ppp	0	4
159	ppp	0	4
160	ppp	0	5
161	ppp	0	2
162	ppp	0	0
163	ppp	0	2
164	ppp	0	3
165	ppp	0	2
166	ppp	0	3
167	ppp	0	0
168	ppp	0	5
169	ppp	0	0
170	ppp	0	1
171	ppp	0	0
172	ppp	0	1
173	ppp	0	2
174	ppp	0	0
175	ppp	0	0
176	ppp	0	2
177	ppp	0	1
178	ppp	0	2
179	ppp	0	3
180	ppp	0	0
181	ppp	0	0
182	ppp	0	1
183	ppp	0	3
184	ppp	0	3
185	ppp	0	1
186	ppp	0	0
187	ppp	0	4
188	ppp	0	2
189	ppp	0	1
190	ppp	0	4
191	ppp	0	0
192	ppp	0	0
193	ppp	0	0
194	ppp	0	3
195	ppp	0	4
196	ppp	0	5
197	ppp	0	4
198	ppp	0	0
199	ppp	0	0
200	ppp	0	0
201	ppp	0	5
202	ppp	0	1
203	ppp	0	4
204	ppp	0	1
205	ppp	0	4
206	ppp	0	0
207	ppp	0	5
208	ppp	0	1
209	ppp	0	2
210	ppp	0	2
211	ppp	0	5
212	ppp	0	0
213	ppp	0	2
214	ppp	0	4
215	ppp	0	1
216	ppp	0	5
217	ppp	0	5
218	ppp	0	0
219	ppp	0	0
220	ppp	0	3
221	ppp	0	5
222	ppp	0	3
223	ppp	0	4
224	ppp	0	5
225	ppp	0	5
226	ppp	0	1
227	ppp	0	2
228	ppp	0	1
229	ppp	0	4
230	ppp	0	3
231	ppp	0	4
232	ppp	0	5
233	ppp	0	0
234	ppp	0	1
235	ppp	0	1
236	ppp	0	4
237	ppp	0	2
238	ppp	0	3
239	ppp	0	2
240	ppp	0	4
241	ppp	0	2
242	ppp	0	0
243	ppp	0	3
244	ppp	0	4
245	ppp	0	3
246	ppp	0	1
247	ppp	0	2
248	ppp	0	4
249	ppp	0	1
250	ppp	0	5
251	ppp	0	2
252	ppp	0	3
253	ppp	0	1
254	ppp	0	0
255	ppp	0	4
256	ppp	0	3
257	ppp	0	0
258	ppp	0	5
259	ppp	0	2
260	ppp	0	5
261	ppp	0	2
262	ppp	0	0
263	ppp	0	5
264	ppp	0	1
265	ppp	0	0
266	ppp	0	3
267	ppp	0	3
268	ppp	0	5
269	ppp	0	3
270	ppp	0	4
271	ppp	0	0
272	ppp	0	1
273	ppp	0	4
274	ppp	0	1
275	ppp	0	3
276	ppp	0	1
277	ppp	0	2
278	ppp	0	1
279	ppp	0	5
280	ppp	0	3
281	ppp	0	3
282	ppp	0	4
283	ppp	0	0
284	ppp	0	1
285	ppp	0	0
286	ppp	0	2
287	ppp	0	0
288	ppp	0	2
289	ppp	0	2
290	ppp	0	2
291	ppp	0	1
292	ppp	0	2
293	ppp	0	3
294	ppp	0	5
295	ppp	0	4
296	ppp	0	2
297	ppp	0	3
298	ppp	0	4
299	ppp	0	0
300	ppp	0	4
301	ppp	0	0
302	ppp	0	5
303	ppp	0	4
304	ppp	0	2
305	ppp	0	5
306	ppp	0	1
307	ppp	0	2
308	ppp	0	4
309	ppp	0	2
310	ppp	0	1
311	ppp	0	3
312	ppp	0	3
313	ppp	0	0
314	ppp	0	5
315	ppp	0	4
316	ppp	0	4
317	ppp	0	5
318	ppp	0	5
319	ppp	0	2
320	ppp	0	3
321	ppp	0	0
322	ppp	0	3
323	ppp	0	1
324	ppp	0	4
325	ppp	0	5
326	ppp	0	1
327	ppp	0	3
328	ppp	0	2
329	ppp	0	4
330	ppp	0	0
331	ppp	0	1
332	ppp	0	5
333	ppp	0	3
334	ppp	0	5
335	ppp	0	5
336	ppp	0	0
337	ppp	0	0
338	ppp	0	0
339	ppp	0	3
340	ppp	0	2
341	ppp	0	0
342	ppp	0	3
343	ppp	0	2
344	ppp	0	3
345	ppp	0	1
346	ppp	0	3
347	ppp	0	2
348	ppp	0	4
349	ppp	0	0
350	ppp	0	3
