0	ppp	0	0
1	ppp	0	0
2	ppp	0	1
3	ppp	0	2
4	ppp	0	2
5	ppp	0	3
6	ppp	0	2
7	ppp	0	3
8	ppp	0	2
9	ppp	0	1
10	ppp	0	4
11	ppp	0	2
12	ppp	0	2
13	ppp	0	1
14	ppp	0	2
15	ppp	0	2
16	ppp	0	4
17	ppp	0	2
18	ppp	0	2
19	ppp	0	0
20	ppp	0	0
21	ppp	0	3
22	ppp	0	2
23	ppp	0	2
24	ppp	0	2
25	ppp	0	5
26	ppp	0	3
27	ppp	0	2
28	ppp	0	2
29	ppp	0	3
30	ppp	0	4
31	ppp	0	0
32	ppp	0	2
33	ppp	0	1
34	ppp	0	4
35	ppp	0	3
36	ppp	0	0
37	ppp	0	0
38	ppp	0	2
39	ppp	0	1
40	ppp	0	2
41	ppp	0	1
42	ppp	0	0
43	ppp	0	4
44	ppp	0	3
45	ppp	0	1
46	ppp	0	0
47	ppp	0	0
48	ppp	0	0
49	ppp	0	3
50	ppp	0	2
51	ppp	0	0
52	ppp	0	3
53	ppp	0	2
54	ppp	0	2
55	ppp	0	1
56	ppp	0	1
57	ppp	0	0
58	ppp	0	0
59	ppp	0	4
60	ppp	0	5
61	ppp	0	5
62	ppp	0	3
63	ppp	0	3
64	ppp	0	0
65	ppp	0	0
66	ppp	0	0
67	ppp	0	1
68	ppp	0	0
69	ppp	0	2
70	ppp	0	2
71	ppp	0	4
72	ppp	0	4
73	ppp	0	0
74	ppp	0	2
75	ppp	0	5
76	ppp	0	2
77	ppp	0	0
78	ppp	0	0
79	ppp	0	0
80	ppp	0	4
81	ppp	0	5
82	ppp	0	2
83	ppp	0	1
84	ppp	0	0
85	ppp	0	2
86	ppp	0	1
87	ppp	0	4
88	ppp	0	0
89	ppp	0	4
90	ppp	0	2
91	ppp	0	1
92	ppp	0	0
93	ppp	0	0
94	ppp	0	0
95	ppp	0	2
96	ppp	0	1
97	ppp	0	3
98	ppp	0	4
99	ppp	0	1
100	ppp	0	1
101	ppp	0	3
102	ppp	0	5
103	ppp	0	2
104	ppp	0	0
105	ppp	0	1
106	ppp	0	0
107	ppp	0	2
108	ppp	0	1
109	ppp	0	0
110	ppp	0	4
111	ppp	0	0
112	ppp	0	4
113	ppp	0	4
114	ppp	0	3
115	ppp	0	0
116	ppp	0	3
117	ppp	0	5
118	ppp	0	0
119	ppp	0	2
120	ppp	0	5
121	ppp	0	2
122	ppp	0	1
123	ppp	0	4
124	ppp	0	0
125	ppp	0	1
126	ppp	0	2
127	ppp	0	1
128	ppp	0	1
129	ppp	0	4
130	ppp	0	1
131	ppp	0	2
132	ppp	0	3
133	ppp	0	4
134	ppp	0	2
135	ppp	0	2
136	ppp	0	4
137	ppp	0	2
138	ppp	0	1
139	ppp	0	0
140	ppp	0	0
141	ppp	0	0
142	ppp	0	0
143	ppp	0	0
144	ppp	0	2
145	ppp	0	2
146	ppp	0	0
147	ppp	0	5
148	ppp	0	5
149	ppp	0	5
150	ppp	0	0
151	ppp	0	0
152	ppp	0	1
153	ppp	0	1
154	ppp	0	3
155	ppp	0	2
156	ppp	0	2
157	ppp	0	2
158	ppp	0	5
159	ppp	0	0
160	ppp	0	5
161	ppp	0	2
162	ppp	0	1
163	ppp	0	2
164	ppp	0	4
165	ppp	0	2
166	ppp	0	2
167	ppp	0	1
168	ppp	0	3
169	ppp	0	1
170	ppp	0	0
171	ppp	0	1
172	ppp	0	1
173	ppp	0	0
174	ppp	0	1
175	ppp	0	0
176	ppp	0	5
177	ppp	0	0
178	ppp	0	0
179	ppp	0	3
180	ppp	0	4
181	ppp	0	1
182	ppp	0	2
183	ppp	0	2
184	ppp	0	5
185	ppp	0	2
186	ppp	0	1
187	ppp	0	3
188	ppp	0	0
189	ppp	0	1
190	ppp	0	2
191	ppp	0	1
192	ppp	0	5
193	ppp	0	5
194	ppp	0	0
195	ppp	0	3
196	ppp	0	2
197	ppp	0	2
198	ppp	0	0
199	ppp	0	2
200	ppp	0	1
201	ppp	0	0
202	ppp	0	1
203	ppp	0	2
204	ppp	0	2
205	ppp	0	3
206	ppp	0	0
207	ppp	0	5
208	ppp	0	0
209	ppp	0	2
210	ppp	0	0
211	ppp	0	2
212	ppp	0	3
213	ppp	0	0
214	ppp	0	5
215	ppp	0	1
216	ppp	0	2
217	ppp	0	0
218	ppp	0	0
219	ppp	0	2
220	ppp	0	4
221	ppp	0	0
222	ppp	0	1
223	ppp	0	5
224	ppp	0	3
225	ppp	0	2
226	ppp	0	4
227	ppp	0	0
228	ppp	0	2
229	ppp	0	5
230	ppp	0	4
231	ppp	0	0
232	ppp	0	4
233	ppp	0	2
234	ppp	0	5
235	ppp	0	5
236	ppp	0	4
237	ppp	0	2
238	ppp	0	2
239	ppp	0	5
240	ppp	0	1
241	ppp	0	4
242	ppp	0	0
243	ppp	0	2
244	ppp	0	1
245	ppp	0	3
246	ppp	0	2
247	ppp	0	2
248	ppp	0	0
249	ppp	0	0
250	ppp	0	2
251	ppp	0	2
252	ppp	0	2
253	ppp	0	0
254	ppp	0	0
255	ppp	0	1
256	ppp	0	1
257	ppp	0	4
258	ppp	0	2
259	ppp	0	0
260	ppp	0	4
261	ppp	0	0
262	ppp	0	3
263	ppp	0	5
264	ppp	0	1
265	ppp	0	5
266	ppp	0	0
267	ppp	0	2
268	ppp	0	3
269	ppp	0	2
270	ppp	0	2
271	ppp	0	3
272	ppp	0	5
273	ppp	0	2
274	ppp	0	0
275	ppp	0	2
276	ppp	0	0
277	ppp	0	2
278	ppp	0	1
279	ppp	0	2
280	ppp	0	0
281	ppp	0	4
282	ppp	0	0
283	ppp	0	3
284	ppp	0	3
